nodes_number,send_count,success_count,throughput,generation_latency,success_rate,fidelity_avg,fidelity_loss_avg
45,100,77,0.21089172845416476,4.741769662233766,77.0,0.9899705877457461,0.010029412254253911
46,100,76,0.2060322876499264,4.853608196105263,76.0,0.9899706568540133,0.010029343145986691
47,100,75,0.20153649618927696,4.9618804480000005,75.0,0.9899704621159513,0.0100295378840487
48,100,75,0.1973431007383617,5.067316750666668,75.0,0.9899700449320593,0.010029955067940688
49,100,74,0.19339970779221313,5.170638629270272,74.0,0.9899706872951536,0.010029312704846416
50,100,74,0.18976808487466112,5.269589987486486,74.0,0.9899702595956034,0.010029740404396636
51,100,74,0.18576704955398093,5.38308598,74.0,0.9899702601489213,0.01002973985107869
52,100,73,0.18183014388170676,5.499638171383563,73.0,0.9899705654679771,0.010029434532022874
53,100,73,0.17859698259161969,5.599198740589042,73.0,0.9899699760510856,0.01003002394891439
54,100,72,0.1754445494359395,5.699806595388889,72.0,0.9899705729404609,0.010029427059539131
55,100,72,0.172151364408448,5.808841558916665,72.0,0.9899707812812151,0.010029218718784927
56,100,71,0.16919159491456412,5.910459089323942,71.0,0.9899709001208563,0.010029099879143688
57,100,70,0.16594459041210777,6.026107856342856,70.0,0.989970895314483,0.010029104685516987
58,100,70,0.1634484322401085,6.118137606428572,70.0,0.9899707092937992,0.010029290706200844
59,100,69,0.1605179266866555,6.229833767739128,69.0,0.989970332207368,0.010029667792632035
60,100,69,0.15773650753215496,6.339686453347825,69.0,0.9899704368024114,0.010029563197588631
61,100,68,0.15505427294593774,6.449354674338235,68.0,0.9899705935335895,0.010029406466410484
62,100,68,0.15297504202398976,6.537014056470588,68.0,0.9899704455199995,0.010029554480000535
63,100,67,0.1505096104063082,6.644094003701492,67.0,0.9899704630676193,0.010029536932380734
64,100,67,0.1478903521698763,6.76176630407463,67.0,0.9899703557029248,0.010029644297075202
65,100,66,0.1454156450639216,6.876839143136363,66.0,0.9899708705193312,0.010029129480668808
66,100,65,0.1432290885610788,6.981821989138462,65.0,0.989970730459943,0.010029269540057006
67,100,66,0.1411324617447662,7.085542104469698,66.0,0.9899700651127215,0.010029934887278547
68,100,65,0.13916167821564884,7.18588632173846,65.0,0.9899705693764129,0.010029430623587077
69,100,64,0.1372671069108754,7.285066484640626,64.0,0.9899703221405464,0.010029677859453634
70,100,64,0.1350686311835805,7.403643549484376,64.0,0.9899702144350123,0.010029785564987681
71,100,63,0.1329998726281795,7.518804193111113,63.0,0.9899708192986638,0.010029180701336182
72,100,63,0.13136974356587128,7.612102854555555,63.0,0.9899702843407392,0.010029715659260807
73,100,61,0.12946573062986574,7.724051725000001,61.0,0.9899702784074406,0.010029721592559437
74,100,62,0.12796535551891355,7.814615103790322,62.0,0.9899702088593116,0.01002979114068836
75,100,60,0.12611265158120097,7.929418559216667,60.0,0.9899700303040464,0.0100299696959536
76,100,60,0.12444686947322263,8.0355576981,60.0,0.9899706747074055,0.010029325292594482
77,100,60,0.1226649824698062,8.152285842833333,60.0,0.9899707092393926,0.010029290760607434
78,100,60,0.12128053102549594,8.245346483433332,60.0,0.9899706447011165,0.010029355298883491
79,100,58,0.12005781127673819,8.329320594517243,57.99999999999999,0.9899703072902143,0.01002969270978571
80,100,58,0.11833079178076766,8.450885732706897,57.99999999999999,0.9899705625234841,0.010029437476515857
81,100,56,0.11682163789453723,8.560058033964285,56.00000000000001,0.9899703354432772,0.010029664556722828
82,100,57,0.11535506540758278,8.668886766842107,56.99999999999999,0.9899707304531435,0.010029269546856456
83,100,56,0.11409843176669818,8.764362353767856,56.00000000000001,0.9899706312728058,0.010029368727194177
84,100,56,0.11257537929112774,8.882936982285715,56.00000000000001,0.9899705765131493,0.010029423486850653
85,100,56,0.11136783387763,8.979253391053572,56.00000000000001,0.9899702748945195,0.010029725105480503
86,100,55,0.10990959950893682,9.098386350854543,55.00000000000001,0.9899705292561136,0.010029470743886382
87,100,54,0.10877034708897823,9.193682163962963,54.0,0.9899704580850588,0.010029541914941209
88,100,54,0.1075673304506893,9.296502904833332,54.0,0.989970090825039,0.01002990917496105
89,100,54,0.10641532186215756,9.397143028851852,54.0,0.9899705634644134,0.010029436535586633
90,100,53,0.10488360395222271,9.534378704754719,53.0,0.9899698783549054,0.010030121645094647
91,100,53,0.10409412806181015,9.606689816415091,53.0,0.989970240624631,0.010029759375368985
92,100,53,0.102917220139666,9.71654693590566,53.0,0.9899700802016216,0.010029919798378417
93,100,52,0.10169615561055835,9.833213399230772,52.0,0.9899703335445676,0.010029666455432351
94,100,51,0.10059902100896549,9.940454588627448,51.0,0.9899706062149316,0.010029393785068397
95,100,50,0.09960488078994058,10.0396686595,50.0,0.9899701641429925,0.010029835857007452
96,100,50,0.09852672147603796,10.149530858420002,50.0,0.9899705031969961,0.010029496803003912
97,100,49,0.09777282437969721,10.227790864632654,49.0,0.989970194672012,0.010029805327988028
98,100,49,0.09642345492830322,10.370920651448982,49.0,0.989970883541839,0.010029116458160958
99,100,48,0.09571230968953906,10.447976892875,48.0,0.9899699023393569,0.010030097660643111
100,100,48,0.09454697624861033,10.57675284475,48.0,0.9899703736196672,0.010029626380332779
